motif,site,run_seed,seed,mode,severity,support_width,threshold_fraction,threshold_k,family_semantics,certification_regime,certificate_correlation,family_size,parent_cut_in_family,strict_before_ready,family_before_ready,strict_after_ready,family_after_ready,strict_parent_loss,family_internal_loss,strict_rescue_event,family_internal_survival,certification_mode,strict_parent_cert_failed,certification_rescue_event,family_certification_resilience_event,shared_failure_used,shared_failure_value,comparison_valid_strict_vs_family,metric_artifact_risk,apples_to_apples_loss_delta,uncertified_family_cut_count,certified_family_member_count,uncertified_family_member_fraction,unavailable_support_count,affected_edge_count,delay_depth,selector_stress,strict_finality_depth_before,strict_finality_depth_after,strict_recovery_length,family_recovery_length,intervention_detail,certification_detail,pair_count,weighted_native_overlap,induced_certificate_correlation,native_overlap_bin,overlap_weight_profile,support_overlap,frontier_overlap,orientation_overlap,ledger_overlap,causal_past_overlap,bdg_kernel_overlap,firewall_overlap,native_certification_regime,certificate_correlation_source,external_certificate_correlation
renewal_1,1,17,101,ledger_failure,0.0,1,0.25,1,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,0,0,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0
renewal_1,1,17,101,ledger_failure,0.0,1,0.25,1,augmented_exact_k,parent_shared,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,0,0,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,parent_shared_baseline,parent_shared_baseline,1.0
renewal_27,27,17,101,ledger_failure,0.0,2,1.0,2,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0
renewal_27,27,17,101,ledger_failure,0.0,2,1.0,2,at_least_k,parent_shared,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,parent_shared_baseline,parent_shared_baseline,1.0
renewal_27,27,17,101,ledger_failure,0.0,2,1.0,2,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0
renewal_27,27,17,101,ledger_failure,0.0,2,1.0,2,augmented_exact_k,parent_shared,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,parent_shared_baseline,parent_shared_baseline,1.0
renewal_27,27,17,101,ledger_failure,0.0,2,0.75,2,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0
renewal_27,27,17,101,ledger_failure,0.0,2,0.75,2,at_least_k,parent_shared,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,parent_shared_baseline,parent_shared_baseline,1.0
renewal_27,27,17,101,ledger_failure,0.0,2,0.75,2,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0
renewal_27,27,17,101,ledger_failure,0.0,2,0.75,2,augmented_exact_k,parent_shared,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,parent_shared_baseline,parent_shared_baseline,1.0
renewal_27,27,17,101,ledger_failure,0.0,2,0.5,1,at_least_k,independent_member,0.514906,3,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,3,0.514906,0.514906,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.666667,0.666667,0.786325,native_overlap_induced,native_witness_overlap,0.514906
renewal_27,27,17,101,ledger_failure,0.0,2,0.5,1,at_least_k,parent_shared,1.0,3,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,3,0.514906,0.514906,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.666667,0.666667,0.786325,parent_shared_baseline,parent_shared_baseline,1.0
renewal_27,27,17,101,ledger_failure,0.0,2,0.5,1,augmented_exact_k,independent_member,0.514906,3,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,3,0.514906,0.514906,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.666667,0.666667,0.786325,native_overlap_induced,native_witness_overlap,0.514906
renewal_27,27,17,101,ledger_failure,0.0,2,0.5,1,augmented_exact_k,parent_shared,1.0,3,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,3,0.514906,0.514906,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.666667,0.666667,0.786325,parent_shared_baseline,parent_shared_baseline,1.0
renewal_27,27,17,101,ledger_failure,0.0,2,0.25,1,at_least_k,independent_member,0.514906,3,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,3,0.514906,0.514906,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.666667,0.666667,0.786325,native_overlap_induced,native_witness_overlap,0.514906
renewal_27,27,17,101,ledger_failure,0.0,2,0.25,1,at_least_k,parent_shared,1.0,3,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,3,0.514906,0.514906,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.666667,0.666667,0.786325,parent_shared_baseline,parent_shared_baseline,1.0
renewal_27,27,17,101,ledger_failure,0.0,2,0.25,1,augmented_exact_k,independent_member,0.514906,3,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,3,0.514906,0.514906,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.666667,0.666667,0.786325,native_overlap_induced,native_witness_overlap,0.514906
renewal_27,27,17,101,ledger_failure,0.0,2,0.25,1,augmented_exact_k,parent_shared,1.0,3,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,False,,,0,0,certification_state_supplied_separately,no_certification_stress,3,0.514906,0.514906,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.666667,0.666667,0.786325,parent_shared_baseline,parent_shared_baseline,1.0
renewal_18,18,17,101,ledger_failure,0.0,3,1.0,3,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0
renewal_18,18,17,101,ledger_failure,0.0,3,1.0,3,at_least_k,parent_shared,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,parent_shared_baseline,parent_shared_baseline,1.0
renewal_18,18,17,101,ledger_failure,0.0,3,1.0,3,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0
renewal_18,18,17,101,ledger_failure,0.0,3,1.0,3,augmented_exact_k,parent_shared,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,parent_shared_baseline,parent_shared_baseline,1.0
renewal_18,18,17,101,ledger_failure,0.0,3,0.75,3,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0
renewal_18,18,17,101,ledger_failure,0.0,3,0.75,3,at_least_k,parent_shared,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,parent_shared_baseline,parent_shared_baseline,1.0
renewal_18,18,17,101,ledger_failure,0.0,3,0.75,3,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0
renewal_18,18,17,101,ledger_failure,0.0,3,0.75,3,augmented_exact_k,parent_shared,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,parent_shared_baseline,parent_shared_baseline,1.0
renewal_18,18,17,101,ledger_failure,0.0,3,0.5,2,at_least_k,independent_member,0.557511,4,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,4,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,6,0.557511,0.557511,medium,balanced,0.5,0.5,0.5,0.714286,0.590909,0.55,0.537882,native_overlap_induced,native_witness_overlap,0.557511
renewal_18,18,17,101,ledger_failure,0.0,3,0.5,2,at_least_k,parent_shared,1.0,4,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,4,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,6,0.557511,0.557511,medium,balanced,0.5,0.5,0.5,0.714286,0.590909,0.55,0.537882,parent_shared_baseline,parent_shared_baseline,1.0
renewal_18,18,17,101,ledger_failure,0.0,3,0.5,2,augmented_exact_k,independent_member,0.557511,4,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,4,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,6,0.557511,0.557511,medium,balanced,0.5,0.5,0.5,0.714286,0.590909,0.55,0.537882,native_overlap_induced,native_witness_overlap,0.557511
renewal_18,18,17,101,ledger_failure,0.0,3,0.5,2,augmented_exact_k,parent_shared,1.0,4,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,4,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,6,0.557511,0.557511,medium,balanced,0.5,0.5,0.5,0.714286,0.590909,0.55,0.537882,parent_shared_baseline,parent_shared_baseline,1.0
renewal_18,18,17,101,ledger_failure,0.0,3,0.25,1,at_least_k,independent_member,0.411797,7,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,7,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,21,0.411797,0.411797,medium,balanced,0.333333,0.333333,0.333333,0.603628,0.443675,0.414286,0.439266,native_overlap_induced,native_witness_overlap,0.411797
renewal_18,18,17,101,ledger_failure,0.0,3,0.25,1,at_least_k,parent_shared,1.0,7,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,7,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,21,0.411797,0.411797,medium,balanced,0.333333,0.333333,0.333333,0.603628,0.443675,0.414286,0.439266,parent_shared_baseline,parent_shared_baseline,1.0
renewal_18,18,17,101,ledger_failure,0.0,3,0.25,1,augmented_exact_k,independent_member,0.2655,4,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,4,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,6,0.2655,0.2655,low,balanced,0.166667,0.166667,0.166667,0.496825,0.299158,0.275,0.325075,native_overlap_induced,native_witness_overlap,0.2655
renewal_18,18,17,101,ledger_failure,0.0,3,0.25,1,augmented_exact_k,parent_shared,1.0,4,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,4,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,6,0.2655,0.2655,low,balanced,0.166667,0.166667,0.166667,0.496825,0.299158,0.275,0.325075,parent_shared_baseline,parent_shared_baseline,1.0
renewal_8,8,17,101,ledger_failure,0.0,4,1.0,4,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0
renewal_8,8,17,101,ledger_failure,0.0,4,1.0,4,at_least_k,parent_shared,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,parent_shared_baseline,parent_shared_baseline,1.0
renewal_8,8,17,101,ledger_failure,0.0,4,1.0,4,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0
renewal_8,8,17,101,ledger_failure,0.0,4,1.0,4,augmented_exact_k,parent_shared,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,parent_shared_baseline,parent_shared_baseline,1.0
renewal_8,8,17,101,ledger_failure,0.0,4,0.75,3,at_least_k,independent_member,0.666286,5,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,5,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,10,0.666286,0.666286,medium,balanced,0.6,0.6,0.6,0.771429,0.714286,0.714286,0.728571,native_overlap_induced,native_witness_overlap,0.666286
renewal_8,8,17,101,ledger_failure,0.0,4,0.75,3,at_least_k,parent_shared,1.0,5,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,5,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,10,0.666286,0.666286,medium,balanced,0.6,0.6,0.6,0.771429,0.714286,0.714286,0.728571,parent_shared_baseline,parent_shared_baseline,1.0
renewal_8,8,17,101,ledger_failure,0.0,4,0.75,3,augmented_exact_k,independent_member,0.666286,5,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,5,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,10,0.666286,0.666286,medium,balanced,0.6,0.6,0.6,0.771429,0.714286,0.714286,0.728571,native_overlap_induced,native_witness_overlap,0.666286
renewal_8,8,17,101,ledger_failure,0.0,4,0.75,3,augmented_exact_k,parent_shared,1.0,5,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,5,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,10,0.666286,0.666286,medium,balanced,0.6,0.6,0.6,0.771429,0.714286,0.714286,0.728571,parent_shared_baseline,parent_shared_baseline,1.0
renewal_8,8,17,101,ledger_failure,0.0,4,0.5,2,at_least_k,independent_member,0.539431,11,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,11,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,55,0.539431,0.539431,medium,balanced,0.436364,0.436364,0.436364,0.693506,0.611429,0.611429,0.664703,native_overlap_induced,native_witness_overlap,0.539431
renewal_8,8,17,101,ledger_failure,0.0,4,0.5,2,at_least_k,parent_shared,1.0,11,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,11,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,55,0.539431,0.539431,medium,balanced,0.436364,0.436364,0.436364,0.693506,0.611429,0.611429,0.664703,parent_shared_baseline,parent_shared_baseline,1.0
renewal_8,8,17,101,ledger_failure,0.0,4,0.5,2,augmented_exact_k,independent_member,0.460237,7,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,7,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,21,0.460237,0.460237,medium,balanced,0.333333,0.333333,0.333333,0.646259,0.548299,0.548299,0.624391,native_overlap_induced,native_witness_overlap,0.460237
renewal_8,8,17,101,ledger_failure,0.0,4,0.5,2,augmented_exact_k,parent_shared,1.0,7,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,7,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,21,0.460237,0.460237,medium,balanced,0.333333,0.333333,0.333333,0.646259,0.548299,0.548299,0.624391,parent_shared_baseline,parent_shared_baseline,1.0
renewal_8,8,17,101,ledger_failure,0.0,4,0.25,1,at_least_k,independent_member,0.459646,15,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,15,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,105,0.459646,0.459646,medium,balanced,0.333333,0.333333,0.333333,0.660408,0.538503,0.538503,0.61211,native_overlap_induced,native_witness_overlap,0.459646
renewal_8,8,17,101,ledger_failure,0.0,4,0.25,1,at_least_k,parent_shared,1.0,15,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,15,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,105,0.459646,0.459646,medium,balanced,0.333333,0.333333,0.333333,0.660408,0.538503,0.538503,0.61211,parent_shared_baseline,parent_shared_baseline,1.0
renewal_8,8,17,101,ledger_failure,0.0,4,0.25,1,augmented_exact_k,independent_member,0.280873,5,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,5,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,10,0.280873,0.280873,low,balanced,0.1,0.1,0.1,0.588571,0.381429,0.381429,0.487692,native_overlap_induced,native_witness_overlap,0.280873
renewal_8,8,17,101,ledger_failure,0.0,4,0.25,1,augmented_exact_k,parent_shared,1.0,5,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,5,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,10,0.280873,0.280873,low,balanced,0.1,0.1,0.1,0.588571,0.381429,0.381429,0.487692,parent_shared_baseline,parent_shared_baseline,1.0
renewal_2,2,17,101,ledger_failure,0.0,1,1.0,1,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0
