site,component_id,candidates,selected,rejected,stalemate,reason,selector_mode,selector_tie_policy
16,1,"[""choice_A_14"", ""choice_B_14""]","[""choice_A_14""]","[""choice_B_14""]",False,greedy_compatible_subset_selected,greedy,lexicographic
16,2,"[""choice_A_2"", ""choice_B_2""]","[""choice_A_2""]","[""choice_B_2""]",False,greedy_compatible_subset_selected,greedy,lexicographic
16,3,"[""genesis_seed""]","[""genesis_seed""]",[],False,singleton_component_selected,greedy,lexicographic
16,4,"[""renewal_1""]","[""renewal_1""]",[],False,singleton_component_selected,greedy,lexicographic
16,5,"[""renewal_10""]","[""renewal_10""]",[],False,singleton_component_selected,greedy,lexicographic
16,6,"[""renewal_11""]","[""renewal_11""]",[],False,singleton_component_selected,greedy,lexicographic
16,7,"[""renewal_12""]","[""renewal_12""]",[],False,singleton_component_selected,greedy,lexicographic
16,8,"[""renewal_13""]","[""renewal_13""]",[],False,singleton_component_selected,greedy,lexicographic
16,9,"[""renewal_14""]","[""renewal_14""]",[],False,singleton_component_selected,greedy,lexicographic
16,10,"[""renewal_15""]","[""renewal_15""]",[],False,singleton_component_selected,greedy,lexicographic
16,11,"[""renewal_16""]","[""renewal_16""]",[],False,singleton_component_selected,greedy,lexicographic
16,12,"[""renewal_2""]","[""renewal_2""]",[],False,singleton_component_selected,greedy,lexicographic
16,13,"[""renewal_3""]","[""renewal_3""]",[],False,singleton_component_selected,greedy,lexicographic
16,14,"[""renewal_4""]","[""renewal_4""]",[],False,singleton_component_selected,greedy,lexicographic
16,15,"[""renewal_5""]","[""renewal_5""]",[],False,singleton_component_selected,greedy,lexicographic
16,16,"[""renewal_6""]","[""renewal_6""]",[],False,singleton_component_selected,greedy,lexicographic
16,17,"[""renewal_7""]","[""renewal_7""]",[],False,singleton_component_selected,greedy,lexicographic
16,18,"[""renewal_8""]","[""renewal_8""]",[],False,singleton_component_selected,greedy,lexicographic
16,19,"[""renewal_9""]","[""renewal_9""]",[],False,singleton_component_selected,greedy,lexicographic
17,0,"[""choice_A_1"", ""choice_B_1""]","[""choice_A_1""]","[""choice_B_1""]",False,greedy_compatible_subset_selected,greedy,lexicographic
17,1,"[""choice_A_14"", ""choice_B_14""]","[""choice_A_14""]","[""choice_B_14""]",False,greedy_compatible_subset_selected,greedy,lexicographic
17,2,"[""choice_A_2"", ""choice_B_2""]","[""choice_A_2""]","[""choice_B_2""]",False,greedy_compatible_subset_selected,greedy,lexicographic
17,3,"[""genesis_seed""]","[""genesis_seed""]",[],False,singleton_component_selected,greedy,lexicographic
17,4,"[""renewal_1""]","[""renewal_1""]",[],False,singleton_component_selected,greedy,lexicographic
17,5,"[""renewal_10""]","[""renewal_10""]",[],False,singleton_component_selected,greedy,lexicographic
17,6,"[""renewal_11""]","[""renewal_11""]",[],False,singleton_component_selected,greedy,lexicographic
17,7,"[""renewal_12""]","[""renewal_12""]",[],False,singleton_component_selected,greedy,lexicographic
17,8,"[""renewal_13""]","[""renewal_13""]",[],False,singleton_component_selected,greedy,lexicographic
17,9,"[""renewal_14""]","[""renewal_14""]",[],False,singleton_component_selected,greedy,lexicographic
17,10,"[""renewal_15""]","[""renewal_15""]",[],False,singleton_component_selected,greedy,lexicographic
17,11,"[""renewal_16""]","[""renewal_16""]",[],False,singleton_component_selected,greedy,lexicographic
17,12,"[""renewal_17""]","[""renewal_17""]",[],False,singleton_component_selected,greedy,lexicographic
17,13,"[""renewal_2""]","[""renewal_2""]",[],False,singleton_component_selected,greedy,lexicographic
17,14,"[""renewal_3""]","[""renewal_3""]",[],False,singleton_component_selected,greedy,lexicographic
17,15,"[""renewal_4""]","[""renewal_4""]",[],False,singleton_component_selected,greedy,lexicographic
17,16,"[""renewal_5""]","[""renewal_5""]",[],False,singleton_component_selected,greedy,lexicographic
17,17,"[""renewal_6""]","[""renewal_6""]",[],False,singleton_component_selected,greedy,lexicographic
17,18,"[""renewal_7""]","[""renewal_7""]",[],False,singleton_component_selected,greedy,lexicographic
17,19,"[""renewal_8""]","[""renewal_8""]",[],False,singleton_component_selected,greedy,lexicographic
17,20,"[""renewal_9""]","[""renewal_9""]",[],False,singleton_component_selected,greedy,lexicographic
18,0,"[""choice_A_1"", ""choice_B_1""]","[""choice_A_1""]","[""choice_B_1""]",False,greedy_compatible_subset_selected,greedy,lexicographic
18,1,"[""choice_A_14"", ""choice_B_14""]","[""choice_A_14""]","[""choice_B_14""]",False,greedy_compatible_subset_selected,greedy,lexicographic
18,2,"[""choice_A_2"", ""choice_B_2""]","[""choice_A_2""]","[""choice_B_2""]",False,greedy_compatible_subset_selected,greedy,lexicographic
18,3,"[""genesis_seed""]","[""genesis_seed""]",[],False,singleton_component_selected,greedy,lexicographic
18,4,"[""renewal_1""]","[""renewal_1""]",[],False,singleton_component_selected,greedy,lexicographic
18,5,"[""renewal_10""]","[""renewal_10""]",[],False,singleton_component_selected,greedy,lexicographic
18,6,"[""renewal_11""]","[""renewal_11""]",[],False,singleton_component_selected,greedy,lexicographic
18,7,"[""renewal_12""]","[""renewal_12""]",[],False,singleton_component_selected,greedy,lexicographic
18,8,"[""renewal_13""]","[""renewal_13""]",[],False,singleton_component_selected,greedy,lexicographic
18,9,"[""renewal_14""]","[""renewal_14""]",[],False,singleton_component_selected,greedy,lexicographic
18,10,"[""renewal_15""]","[""renewal_15""]",[],False,singleton_component_selected,greedy,lexicographic
18,11,"[""renewal_16""]","[""renewal_16""]",[],False,singleton_component_selected,greedy,lexicographic
18,12,"[""renewal_17""]","[""renewal_17""]",[],False,singleton_component_selected,greedy,lexicographic
18,13,"[""renewal_18""]","[""renewal_18""]",[],False,singleton_component_selected,greedy,lexicographic
18,14,"[""renewal_2""]","[""renewal_2""]",[],False,singleton_component_selected,greedy,lexicographic
18,15,"[""renewal_3""]","[""renewal_3""]",[],False,singleton_component_selected,greedy,lexicographic
18,16,"[""renewal_4""]","[""renewal_4""]",[],False,singleton_component_selected,greedy,lexicographic
18,17,"[""renewal_5""]","[""renewal_5""]",[],False,singleton_component_selected,greedy,lexicographic
18,18,"[""renewal_6""]","[""renewal_6""]",[],False,singleton_component_selected,greedy,lexicographic
18,19,"[""renewal_7""]","[""renewal_7""]",[],False,singleton_component_selected,greedy,lexicographic
18,20,"[""renewal_8""]","[""renewal_8""]",[],False,singleton_component_selected,greedy,lexicographic
18,21,"[""renewal_9""]","[""renewal_9""]",[],False,singleton_component_selected,greedy,lexicographic
19,0,"[""choice_A_1"", ""choice_B_1""]","[""choice_A_1""]","[""choice_B_1""]",False,greedy_compatible_subset_selected,greedy,lexicographic
19,1,"[""choice_A_14"", ""choice_B_14""]","[""choice_A_14""]","[""choice_B_14""]",False,greedy_compatible_subset_selected,greedy,lexicographic
19,2,"[""choice_A_19"", ""choice_B_19""]","[""choice_A_19""]","[""choice_B_19""]",False,greedy_compatible_subset_selected,greedy,lexicographic
19,3,"[""choice_A_2"", ""choice_B_2""]","[""choice_A_2""]","[""choice_B_2""]",False,greedy_compatible_subset_selected,greedy,lexicographic
19,4,"[""genesis_seed""]","[""genesis_seed""]",[],False,singleton_component_selected,greedy,lexicographic
19,5,"[""renewal_1""]","[""renewal_1""]",[],False,singleton_component_selected,greedy,lexicographic
19,6,"[""renewal_10""]","[""renewal_10""]",[],False,singleton_component_selected,greedy,lexicographic
19,7,"[""renewal_11""]","[""renewal_11""]",[],False,singleton_component_selected,greedy,lexicographic
19,8,"[""renewal_12""]","[""renewal_12""]",[],False,singleton_component_selected,greedy,lexicographic
19,9,"[""renewal_13""]","[""renewal_13""]",[],False,singleton_component_selected,greedy,lexicographic
19,10,"[""renewal_14""]","[""renewal_14""]",[],False,singleton_component_selected,greedy,lexicographic
19,11,"[""renewal_15""]","[""renewal_15""]",[],False,singleton_component_selected,greedy,lexicographic
19,12,"[""renewal_16""]","[""renewal_16""]",[],False,singleton_component_selected,greedy,lexicographic
19,13,"[""renewal_17""]","[""renewal_17""]",[],False,singleton_component_selected,greedy,lexicographic
19,14,"[""renewal_18""]","[""renewal_18""]",[],False,singleton_component_selected,greedy,lexicographic
19,15,"[""renewal_19""]","[""renewal_19""]",[],False,singleton_component_selected,greedy,lexicographic
19,16,"[""renewal_2""]","[""renewal_2""]",[],False,singleton_component_selected,greedy,lexicographic
19,17,"[""renewal_3""]","[""renewal_3""]",[],False,singleton_component_selected,greedy,lexicographic
19,18,"[""renewal_4""]","[""renewal_4""]",[],False,singleton_component_selected,greedy,lexicographic
19,19,"[""renewal_5""]","[""renewal_5""]",[],False,singleton_component_selected,greedy,lexicographic
19,20,"[""renewal_6""]","[""renewal_6""]",[],False,singleton_component_selected,greedy,lexicographic
19,21,"[""renewal_7""]","[""renewal_7""]",[],False,singleton_component_selected,greedy,lexicographic
19,22,"[""renewal_8""]","[""renewal_8""]",[],False,singleton_component_selected,greedy,lexicographic
19,23,"[""renewal_9""]","[""renewal_9""]",[],False,singleton_component_selected,greedy,lexicographic
20,0,"[""choice_A_1"", ""choice_B_1""]","[""choice_A_1""]","[""choice_B_1""]",False,greedy_compatible_subset_selected,greedy,lexicographic
20,1,"[""choice_A_14"", ""choice_B_14""]","[""choice_A_14""]","[""choice_B_14""]",False,greedy_compatible_subset_selected,greedy,lexicographic
20,2,"[""choice_A_19"", ""choice_B_19""]","[""choice_A_19""]","[""choice_B_19""]",False,greedy_compatible_subset_selected,greedy,lexicographic
20,3,"[""choice_A_2"", ""choice_B_2""]","[""choice_A_2""]","[""choice_B_2""]",False,greedy_compatible_subset_selected,greedy,lexicographic
20,4,"[""genesis_seed""]","[""genesis_seed""]",[],False,singleton_component_selected,greedy,lexicographic
20,5,"[""renewal_1""]","[""renewal_1""]",[],False,singleton_component_selected,greedy,lexicographic
20,6,"[""renewal_10""]","[""renewal_10""]",[],False,singleton_component_selected,greedy,lexicographic
20,7,"[""renewal_11""]","[""renewal_11""]",[],False,singleton_component_selected,greedy,lexicographic
20,8,"[""renewal_12""]","[""renewal_12""]",[],False,singleton_component_selected,greedy,lexicographic
20,9,"[""renewal_13""]","[""renewal_13""]",[],False,singleton_component_selected,greedy,lexicographic
