file,line,kind,name,section_num,section,status,reason,recommended_action
RA_D1_Proofs.lean,58,def,bdgScore,0.0,BDG SETUP,native_core,pure BDG score arithmetic and chain fixed-point structure,keep in native root
RA_D1_Proofs.lean,62,lemma,bdg_c0,0.0,BDG SETUP,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,63,lemma,bdg_c1,0.0,BDG SETUP,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,64,lemma,bdg_c2,0.0,BDG SETUP,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,66,lemma,bdg_c3,0.0,BDG SETUP,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,67,lemma,bdg_c4,0.0,BDG SETUP,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,80,def,chainScore,1.0,THEOREM D1a: SEQUENTIAL CHAIN FIXED POINTS,native_core,pure BDG score arithmetic and chain fixed-point structure,keep in native root
RA_D1_Proofs.lean,88,lemma,chain_score_via_bdg_0,1.0,THEOREM D1a: SEQUENTIAL CHAIN FIXED POINTS,native_core,pure BDG score arithmetic and chain fixed-point structure,keep in native root
RA_D1_Proofs.lean,89,lemma,chain_score_via_bdg_2,1.0,THEOREM D1a: SEQUENTIAL CHAIN FIXED POINTS,native_core,pure BDG score arithmetic and chain fixed-point structure,keep in native root
RA_D1_Proofs.lean,90,lemma,chain_score_via_bdg_3,1.0,THEOREM D1a: SEQUENTIAL CHAIN FIXED POINTS,native_core,pure BDG score arithmetic and chain fixed-point structure,keep in native root
RA_D1_Proofs.lean,91,lemma,chain_score_via_bdg_4,1.0,THEOREM D1a: SEQUENTIAL CHAIN FIXED POINTS,native_core,pure BDG score arithmetic and chain fixed-point structure,keep in native root
RA_D1_Proofs.lean,96,theorem,D1a_fixed_point,1.0,THEOREM D1a: SEQUENTIAL CHAIN FIXED POINTS,native_core,pure BDG score arithmetic and chain fixed-point structure,keep in native root
RA_D1_Proofs.lean,102,theorem,D1a_positive_iff,1.0,THEOREM D1a: SEQUENTIAL CHAIN FIXED POINTS,native_core,pure BDG score arithmetic and chain fixed-point structure,keep in native root
RA_D1_Proofs.lean,116,theorem,D1a_three_stable_nvectors,1.0,THEOREM D1a: SEQUENTIAL CHAIN FIXED POINTS,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,125,theorem,D1a_unstable_depths,1.0,THEOREM D1a: SEQUENTIAL CHAIN FIXED POINTS,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,158,theorem,D1b_sym_yjoin,2.0,THEOREM D1b: MINIMAL TOPOLOGICAL PATTERNS,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,162,theorem,D1b_asym_yjoin,2.0,THEOREM D1b: MINIMAL TOPOLOGICAL PATTERNS,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,165,theorem,D1b_both_stable,2.0,THEOREM D1b: MINIMAL TOPOLOGICAL PATTERNS,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,205,theorem,D1c_gluon_confined,3.0,THEOREM D1c: TOPOLOGICAL CONFINEMENT,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,208,theorem,D1c_quark_step1_stable,3.0,THEOREM D1c: TOPOLOGICAL CONFINEMENT,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,211,theorem,D1c_quark_confined,3.0,THEOREM D1c: TOPOLOGICAL CONFINEMENT,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,216,theorem,D1c_confinement_vs_propagation,3.0,THEOREM D1c: TOPOLOGICAL CONFINEMENT,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,245,theorem,D1_master,4.0,MASTER THEOREM,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,300,theorem,D1c_gluon_step0,5.0,THEOREM D1c (COMPLETE): WORLDLINE SEQUENCES,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,301,theorem,D1c_gluon_step1,5.0,THEOREM D1c (COMPLETE): WORLDLINE SEQUENCES,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,302,theorem,D1c_gluon_step2,5.0,THEOREM D1c (COMPLETE): WORLDLINE SEQUENCES,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,303,theorem,D1c_gluon_step3,5.0,THEOREM D1c (COMPLETE): WORLDLINE SEQUENCES,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,306,theorem,D1c_quark_step0,5.0,THEOREM D1c (COMPLETE): WORLDLINE SEQUENCES,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,307,theorem,D1c_quark_step1,5.0,THEOREM D1c (COMPLETE): WORLDLINE SEQUENCES,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,308,theorem,D1c_quark_step2,5.0,THEOREM D1c (COMPLETE): WORLDLINE SEQUENCES,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,309,theorem,D1c_quark_step3,5.0,THEOREM D1c (COMPLETE): WORLDLINE SEQUENCES,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,310,theorem,D1c_quark_step4,5.0,THEOREM D1c (COMPLETE): WORLDLINE SEQUENCES,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,313,theorem,D1c_gluon_has_filter,5.0,THEOREM D1c (COMPLETE): WORLDLINE SEQUENCES,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,316,theorem,D1c_quark_has_filter,5.0,THEOREM D1c (COMPLETE): WORLDLINE SEQUENCES,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,334,theorem,D1d_gluon_convergence,6.0,THEOREM D1d: CONVERGENCE TO SEQUENTIAL FIXED POINT,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,344,theorem,D1d_quark_convergence,6.0,THEOREM D1d: CONVERGENCE TO SEQUENTIAL FIXED POINT,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,372,def,gluon_confinement_length,7.0,THEOREM D1e: FINITE CONFINEMENT LENGTH,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,375,def,quark_confinement_length,7.0,THEOREM D1e: FINITE CONFINEMENT LENGTH,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,379,theorem,D1e_finite_confinement,7.0,THEOREM D1e: FINITE CONFINEMENT LENGTH,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,408,theorem,D1_extended_master,8.0,MASTER THEOREM (EXTENDED),native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,491,def,extensionScore_gluon,9.0,THEOREM D1c_complete: ALL SINGLE-STEP EXTENSIONS CLASSIFIED,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,509,def,extensionScore_quark,9.0,THEOREM D1c_complete: ALL SINGLE-STEP EXTENSIONS CLASSIFIED,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,527,lemma,gluon_ext_scores_correct,9.0,THEOREM D1c_complete: ALL SINGLE-STEP EXTENSIONS CLASSIFIED,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,545,lemma,quark_ext_scores_correct,9.0,THEOREM D1c_complete: ALL SINGLE-STEP EXTENSIONS CLASSIFIED,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,568,theorem,D1c_gluon_complete,9.0,THEOREM D1c_complete: ALL SINGLE-STEP EXTENSIONS CLASSIFIED,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,579,theorem,D1c_quark_complete,9.0,THEOREM D1c_complete: ALL SINGLE-STEP EXTENSIONS CLASSIFIED,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,609,theorem,D1_gluon_extension_scores,10.0,THEOREM D1_closure: THE CLOSED-SET PROPERTY,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,619,theorem,D1_quark_extension_scores,10.0,THEOREM D1_closure: THE CLOSED-SET PROPERTY,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,632,theorem,D1_closure,10.0,THEOREM D1_closure: THE CLOSED-SET PROPERTY,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,657,def,extensionScore_quark_t1,11.0,CLOSURE EXTENDED: TRANSITION STATE EXTENSIONS,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,691,def,extensionScore_gluon_t2,11.0,CLOSURE EXTENDED: TRANSITION STATE EXTENSIONS,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,757,theorem,D1_closure_quark_t1,11.0,CLOSURE EXTENDED: TRANSITION STATE EXTENSIONS,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,764,theorem,D1_closure_gluon_t2,11.0,CLOSURE EXTENDED: TRANSITION STATE EXTENSIONS,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,774,theorem,D1_closure_complete,11.0,CLOSURE EXTENDED: TRANSITION STATE EXTENSIONS,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,814,theorem,D1_boundary_score,12.0,ITEM B: BOUNDARY CASE CLASSIFICATION,native_core,boundary/filter threshold structure is directly native,keep in native root
RA_D1_Proofs.lean,817,theorem,D1_boundary_threshold,12.0,ITEM B: BOUNDARY CASE CLASSIFICATION,native_core,boundary/filter threshold structure is directly native,keep in native root
RA_D1_Proofs.lean,822,theorem,D1_boundary_between_filter_and_stable,12.0,ITEM B: BOUNDARY CASE CLASSIFICATION,native_core,boundary/filter threshold structure is directly native,keep in native root
RA_D1_Proofs.lean,851,theorem,D1f_n2_values,13.0,THEOREM D1f: BARYON CONSERVATION (LLC on N₂),native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,863,theorem,D1f_gluon_n2_preserved,13.0,THEOREM D1f: BARYON CONSERVATION (LLC on N₂),native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,873,theorem,D1f_quark_escape_sequential,13.0,THEOREM D1f: BARYON CONSERVATION (LLC on N₂),native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,907,theorem,D1g_chain4_symmetric,14.0,THEOREM D1g: CHIRALITY FROM DAG IRREVERSIBILITY,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,910,theorem,D1g_transition_asymmetric,14.0,THEOREM D1g: CHIRALITY FROM DAG IRREVERSIBILITY,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,920,theorem,D1g_unique_symmetric_stable,14.0,THEOREM D1g: CHIRALITY FROM DAG IRREVERSIBILITY,native_candidate_rewrite,"mathematical content is BDG-native, but declaration names and comments rely on particle-physics translation labels (gluon/quark/baryon/chirality)",rename declarations and comments into motif/N-vector language
RA_D1_Proofs.lean,984,theorem,D1h_singlet_amplitude_sq,15.0,COHERENT STATE AND ISOSPIN STRUCTURE,non_native,"imports coherent-state, SU(2), hypercharge, and Gell-Mann–Nishijima machinery as explanatory frame",remove from native root and quarantine in translation layer
RA_D1_Proofs.lean,988,theorem,D1h_doublet_amplitude_sq,15.0,COHERENT STATE AND ISOSPIN STRUCTURE,non_native,"imports coherent-state, SU(2), hypercharge, and Gell-Mann–Nishijima machinery as explanatory frame",remove from native root and quarantine in translation layer
RA_D1_Proofs.lean,992,theorem,D1h_amplitude_ratio,15.0,COHERENT STATE AND ISOSPIN STRUCTURE,non_native,"imports coherent-state, SU(2), hypercharge, and Gell-Mann–Nishijima machinery as explanatory frame",remove from native root and quarantine in translation layer
RA_D1_Proofs.lean,998,theorem,D1h_clebsch_gordan,15.0,COHERENT STATE AND ISOSPIN STRUCTURE,non_native,"imports coherent-state, SU(2), hypercharge, and Gell-Mann–Nishijima machinery as explanatory frame",remove from native root and quarantine in translation layer
RA_D1_Proofs.lean,1002,theorem,D1h_doublet_equal_amplitudes,15.0,COHERENT STATE AND ISOSPIN STRUCTURE,non_native,"imports coherent-state, SU(2), hypercharge, and Gell-Mann–Nishijima machinery as explanatory frame",remove from native root and quarantine in translation layer
RA_D1_Proofs.lean,1007,theorem,D1h_lepton_doublet_delta,15.0,COHERENT STATE AND ISOSPIN STRUCTURE,non_native,"imports coherent-state, SU(2), hypercharge, and Gell-Mann–Nishijima machinery as explanatory frame",remove from native root and quarantine in translation layer
RA_D1_Proofs.lean,1010,theorem,D1h_quark_doublet_delta,15.0,COHERENT STATE AND ISOSPIN STRUCTURE,non_native,"imports coherent-state, SU(2), hypercharge, and Gell-Mann–Nishijima machinery as explanatory frame",remove from native root and quarantine in translation layer
RA_D1_Proofs.lean,1014,theorem,D1h_hypercharge_ratio,15.0,COHERENT STATE AND ISOSPIN STRUCTURE,non_native,"imports coherent-state, SU(2), hypercharge, and Gell-Mann–Nishijima machinery as explanatory frame",remove from native root and quarantine in translation layer
RA_D1_Proofs.lean,1018,theorem,D1h_GMN_electron,15.0,COHERENT STATE AND ISOSPIN STRUCTURE,non_native,"imports coherent-state, SU(2), hypercharge, and Gell-Mann–Nishijima machinery as explanatory frame",remove from native root and quarantine in translation layer
RA_D1_Proofs.lean,1025,theorem,D1h_GMN_up_quark,15.0,COHERENT STATE AND ISOSPIN STRUCTURE,non_native,"imports coherent-state, SU(2), hypercharge, and Gell-Mann–Nishijima machinery as explanatory frame",remove from native root and quarantine in translation layer
RA_D1_Proofs.lean,1030,theorem,D1h_GMN_down_quark,15.0,COHERENT STATE AND ISOSPIN STRUCTURE,non_native,"imports coherent-state, SU(2), hypercharge, and Gell-Mann–Nishijima machinery as explanatory frame",remove from native root and quarantine in translation layer
RA_D1_Proofs.lean,1038,theorem,D1h_isospin_master,15.0,COHERENT STATE AND ISOSPIN STRUCTURE,non_native,"imports coherent-state, SU(2), hypercharge, and Gell-Mann–Nishijima machinery as explanatory frame",remove from native root and quarantine in translation layer
RA_D1_Proofs.lean,1110,theorem,delta_at_zero_times_zero,16.0,P_act CONSERVATION: ∇_μ(P_act T^μν) = 0,deferred_bridge,"explicit bridge to P_act, stress tensor, relative entropy, and field-equation uniqueness; outside current native-first path",remove from native root and archive as deferred bridge
RA_D1_Proofs.lean,1116,theorem,distributional_product_zero,16.0,P_act CONSERVATION: ∇_μ(P_act T^μν) = 0,deferred_bridge,"explicit bridge to P_act, stress tensor, relative entropy, and field-equation uniqueness; outside current native-first path",remove from native root and archive as deferred bridge
RA_D1_Proofs.lean,1123,theorem,relative_entropy_self_zero,16.0,P_act CONSERVATION: ∇_μ(P_act T^μν) = 0,deferred_bridge,"explicit bridge to P_act, stress tensor, relative entropy, and field-equation uniqueness; outside current native-first path",remove from native root and archive as deferred bridge
RA_D1_Proofs.lean,1127,theorem,vacuum_stress_energy_zero,16.0,P_act CONSERVATION: ∇_μ(P_act T^μν) = 0,deferred_bridge,"explicit bridge to P_act, stress tensor, relative entropy, and field-equation uniqueness; outside current native-first path",remove from native root and archive as deferred bridge
RA_D1_Proofs.lean,1132,theorem,LLC_conservation_consequence,16.0,P_act CONSERVATION: ∇_μ(P_act T^μν) = 0,deferred_bridge,"explicit bridge to P_act, stress tensor, relative entropy, and field-equation uniqueness; outside current native-first path",remove from native root and archive as deferred bridge
RA_D1_Proofs.lean,1136,theorem,P_act_linear_zero,16.0,P_act CONSERVATION: ∇_μ(P_act T^μν) = 0,deferred_bridge,"explicit bridge to P_act, stress tensor, relative entropy, and field-equation uniqueness; outside current native-first path",remove from native root and archive as deferred bridge
RA_D1_Proofs.lean,1149,theorem,P_act_conservation,16.0,P_act CONSERVATION: ∇_μ(P_act T^μν) = 0,deferred_bridge,"explicit bridge to P_act, stress tensor, relative entropy, and field-equation uniqueness; outside current native-first path",remove from native root and archive as deferred bridge
RA_D1_Proofs.lean,1157,theorem,RA_field_equation_unique,16.0,P_act CONSERVATION: ∇_μ(P_act T^μν) = 0,deferred_bridge,"explicit bridge to P_act, stress tensor, relative entropy, and field-equation uniqueness; outside current native-first path",remove from native root and archive as deferred bridge
RA_D1_Proofs.lean,1175,theorem,confinement_lengths,17.0,"RAKB ALIASES (L10, L11, L12)",native_candidate_rewrite,alias is fine mathematically but still translation-labeled,keep only after renaming to motif-confinement lengths
RA_D1_Proofs.lean,1181,theorem,universe_closure,17.0,"RAKB ALIASES (L10, L11, L12)",mixed_rewrite,aliases package native results under SM/particle-language summaries,move to KB/translation layer
RA_D1_Proofs.lean,1197,theorem,structural_fragility,17.0,"RAKB ALIASES (L10, L11, L12)",mixed_rewrite,aliases package native results under SM/particle-language summaries,move to KB/translation layer
RA_GraphCore.lean,22,structure,Vertex,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,26,structure,Edge,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,32,structure,ActualizationGraph,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,44,def,outgoing_edges,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,47,def,incoming_edges,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,54,def,satisfies_local_ledger,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,61,structure,CausalCut,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,67,def,internal_edges,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,70,def,boundary_flux,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,74,def,src_in_VL,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,78,def,dst_in_VL,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,86,lemma,outgoing_pairwise_disjoint,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,94,lemma,incoming_pairwise_disjoint,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,102,lemma,outgoing_pairwise_disjoint_VL,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,107,lemma,incoming_pairwise_disjoint_VL,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,113,lemma,biUnion_outgoing_eq_src_in_VL,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,122,lemma,biUnion_incoming_eq_dst_in_VL,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,131,lemma,internal_flux_disjoint,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,138,lemma,src_in_VL_eq_internal_union_boundary,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,155,lemma,dst_in_VL_eq_internal,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
